gap_id,month,category,gap_type,candidate_file,candidate_path,candidate_document_type,matched_keywords,matched_text_snippet,candidate_reason,confidence,recommended_action
GAP-013,2024-04,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen/Lohnauswertungen.pdf,Payroll,04.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal,gungszeitraum 10.04.2024 - 30.06.2025 1 18.07.2025 87089947 06/2025 ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-013,2024-04,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenapril2025/Lohnauswertungen.pdf,Payroll,04.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal," 30.04.2025 01.04.2024 Ost 2.829,06 0,00 0,00 01.05.2024 Ost 2.829,06 0,00 0,00 01.06.2024 Ost 2.82",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-013,2024-04,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen_Juli_2025.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenjuli2025/Lohnauswertungen_Juli_2025.pdf,Payroll,04.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal,1.04.2024 20.06.2024 Elternzeit 22.07.2024 29.07.2024 Unbezahlter Urlaub 12.06.2025 30.06.2025 Unbezahlter Urlaub X ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-013,2024-04,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen.pdf,Payroll,04.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal,gungszeitraum 10.04.2024 - 30.06.2025 1 18.07.2025 87089947 06/2025 ,month matched; category/type keywords matched; duplicate-folder candidate,MEDIUM,NEED_MANUAL_REVIEW
GAP-014,2024-04,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/# 2024/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-014,2024-04,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-014,2024-04,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-014,2024-04,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy2.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-014,2024-04,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy3.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-014,2024-04,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched; duplicate-folder candidate,MEDIUM,NEED_MANUAL_REVIEW
GAP-014,2024-04,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy2.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched; duplicate-folder candidate,MEDIUM,NEED_MANUAL_REVIEW
GAP-015,2024-04,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/# 2024/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; fahrzeug; miete; rechnung; versicherung,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-015,2024-04,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; fahrzeug; miete; rechnung; versicherung,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-015,2024-04,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; fahrzeug; miete; rechnung; versicherung,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-015,2024-04,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy2.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; fahrzeug; miete; rechnung; versicherung,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-015,2024-04,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy3.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; fahrzeug; miete; rechnung; versicherung,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-015,2024-04,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; fahrzeug; miete; rechnung; versicherung,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched; duplicate-folder candidate,MEDIUM,NEED_MANUAL_REVIEW
GAP-015,2024-04,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy2.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; fahrzeug; miete; rechnung; versicherung,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched; duplicate-folder candidate,MEDIUM,NEED_MANUAL_REVIEW
GAP-016,2024-04,Enrico,MISSING_ENRICO_EVIDENCE,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/# 2024/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; abrechnung; enrico; gutschrift; weissflog,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-016,2024-04,Enrico,MISSING_ENRICO_EVIDENCE,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; abrechnung; enrico; gutschrift; weissflog,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-016,2024-04,Enrico,MISSING_ENRICO_EVIDENCE,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; abrechnung; enrico; gutschrift; weissflog,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-016,2024-04,Enrico,MISSING_ENRICO_EVIDENCE,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy2.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; abrechnung; enrico; gutschrift; weissflog,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-016,2024-04,Enrico,MISSING_ENRICO_EVIDENCE,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy3.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; abrechnung; enrico; gutschrift; weissflog,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-016,2024-04,Enrico,MISSING_ENRICO_EVIDENCE,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,04-2024; 04.2024; 04/2024; 202404; abrechnung; enrico; gutschrift; weissflog,"4 MREF+163363 CRED+DE37SCC00000040819 SVWZ+KAERNTNERSTRASSE TIEFG //1010 WIEN/AT 01-04-2024T14:26:59 Folgenr. 001 Verf alld. 1299 Postbank AG; BIC: DEUTDEFFXXX; IBAN: DE81 5007 0010 0970 9015 00 -5.698,81 Tagessumme: EUR Auszug/Blatt: 60/1 03.04.202",month matched; category/type keywords matched; duplicate-folder candidate,MEDIUM,NEED_MANUAL_REVIEW
GAP-017,2024-05,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen/Lohnauswertungen.pdf,Payroll,05.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal," 2.980,00 0,00 01.06.2024 2.960,00 0,00 01.07.2024 2.880,00 0,00 01.08.2024 1.664,52 0,00 01.09.2024 2.064,",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-017,2024-05,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenapril2025/Lohnauswertungen.pdf,Payroll,05.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal,"01.04.2024 Ost 2.829,06 0,00 0,00 01.05.2024 Ost 2.829,06 0,00 0,00 01.06.2024 Ost 2.829,06 0,00 0,00 01.07.2024 Ost 2.82",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-017,2024-05,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen.pdf,Payroll,05.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal," 2.980,00 0,00 01.06.2024 2.960,00 0,00 01.07.2024 2.880,00 0,00 01.08.2024 1.664,52 0,00 01.09.2024 2.064,",month matched; category/type keywords matched; duplicate-folder candidate,MEDIUM,NEED_MANUAL_REVIEW
GAP-017,2024-05,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen__copy10.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy10.pdf,Payroll,05.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal,"01.04.2024 Ost 2.829,06 0,00 0,00 01.05.2024 Ost 2.829,06 0,00 0,00 01.06.2024 Ost 2.829,06 0,00 0,00 01.07.2024 Ost 2.82",month matched; category/type keywords matched; duplicate-folder candidate,MEDIUM,NEED_MANUAL_REVIEW
GAP-017,2024-05,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen__copy19.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy19.pdf,Payroll,05.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal," 2.980,00 0,00 01.06.2024 2.960,00 0,00 01.07.2024 2.880,00 0,00 01.08.2024 1.664,52 0,00 01.09.2024 2.064,",month matched; category/type keywords matched; duplicate-folder candidate,MEDIUM,NEED_MANUAL_REVIEW
GAP-017,2024-05,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen__copy28.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy28.pdf,Payroll,05.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal,"01.04.2024 Ost 2.829,06 0,00 0,00 01.05.2024 Ost 2.829,06 0,00 0,00 01.06.2024 Ost 2.829,06 0,00 0,00 01.07.2024 Ost 2.82",month matched; category/type keywords matched; duplicate-folder candidate,MEDIUM,NEED_MANUAL_REVIEW
GAP-018,2024-05,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf,00_INBOX - Входящи - Eingang/Accounting/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf,Health Insurance,05-2024; 05.2024; 05/2024; aok; barmer; bkk; dak; kkh; krankenkasse; mai 2024; sozialversicherung; techniker; tk; viactiv,10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf 00_INBOX - Входящи - Eingang/Accounting/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf Abrechnung der Brutto/Netto,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-018,2024-05,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf,Health Insurance,05-2024; 05.2024; 05/2024; aok; barmer; bkk; dak; kkh; krankenkasse; mai 2024; sozialversicherung; techniker; tk; viactiv,10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf Abrech,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-018,2024-05,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1__copy2.pdf,Health Insurance,05-2024; 05.2024; 05/2024; aok; barmer; bkk; dak; kkh; krankenkasse; mai 2024; sozialversicherung; techniker; tk; viactiv,10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1__copy2.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1__co,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-018,2024-05,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/# 2024/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,05-2024; 05.2024; 202405; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,166874 CRED+DE94ZZZ00001860580 SVWZ+1522 E-CENTER DIETRICH//CHEMNITZ/DE 04-05-2024T20 :20:34 Folgenr. 001 Verfalld. 1227 DANKE 21522 E CENTER DIETRICH CHEMN; BIC: EDEKDEHHXXX; IBAN: DE70 2009 0700 4407 7500 71 KARTENZAHLUNG 06.05.2024 EUR ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-018,2024-05,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,05-2024; 05.2024; 202405; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,166874 CRED+DE94ZZZ00001860580 SVWZ+1522 E-CENTER DIETRICH//CHEMNITZ/DE 04-05-2024T20 :20:34 Folgenr. 001 Verfalld. 1227 DANKE 21522 E CENTER DIETRICH CHEMN; BIC: EDEKDEHHXXX; IBAN: DE70 2009 0700 4407 7500 71 KARTENZAHLUNG 06.05.2024 EUR ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-018,2024-05,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,05-2024; 05.2024; 202405; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,166874 CRED+DE94ZZZ00001860580 SVWZ+1522 E-CENTER DIETRICH//CHEMNITZ/DE 04-05-2024T20 :20:34 Folgenr. 001 Verfalld. 1227 DANKE 21522 E CENTER DIETRICH CHEMN; BIC: EDEKDEHHXXX; IBAN: DE70 2009 0700 4407 7500 71 KARTENZAHLUNG 06.05.2024 EUR ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
